year,brand,model_name,price,distance_travelled(kms),fuel_type,city
2020,BMW,7,12100000,12000,Petrol,Delhi
2020,Jeep,Compass,2400000,17000,Diesel,Delhi
2019,Ford,Endeavour,3000000,40000,Diesel,Delhi
2018,BMW,X1,2900000,32000,Diesel,Delhi
2015,Audi,A6,1975000,75000,Diesel,Delhi
2019,Hyundai,Creta,1475000,10000,Petrol,Delhi
2018,Honda,Jazz,695000,32000,Petrol,Agra
2014,Audi,A6,1465000,75000,Diesel,Delhi
2017,Mahindra,XUV500,1275000,70000,Diesel,Delhi
2012,Mercedes-Benz,E-Class,1260000,54000,Petrol,Delhi
2018,Land Rover,3,14700000,25000,Diesel,Delhi
2018,Toyota,Land,14500000,90000,Diesel,Delhi
2020,Mercedes-Benz,GLC,5800000,12000,Diesel,Delhi
2019,Ford,Mustang,7100000,7000,Petrol,Delhi
2019,Lexus,NX,5200000,30000,Petrol,Delhi
2019,Audi,Q7,7300000,9000,Diesel,Delhi
2021,Mahindra,Thar,1811000,490,Petrol,Delhi
2017,Lexus,ES,3790000,16000,Petrol,Delhi
2015,Audi,A6,2150000,14000,Diesel,Delhi
2008,BMW,5,485000,64000,Petrol,Delhi
2020,Mercedes-Benz,GLS,8400000,14800,Diesel,Delhi
2014,Maruti Suzuki,Ertiga,550000,98500,Diesel,Lucknow
2018,Mercedes-Benz,GLA,2850000,55000,Diesel,Lucknow
2019,Maruti Suzuki,Dzire,875000,15500,Diesel,Lucknow
2014,Hyundai,Verna,550000,115000,Diesel,Lucknow
2013,Audi,Q5,1600000,74000,Diesel,Dehradun
2014,Audi,Q7,2800000,54500,Diesel,Dehradun
2015,BMW,5,2350000,77000,Diesel,Dehradun
2013,Audi,A4,1450000,63700,Diesel,Dehradun
2013,Audi,A6,1650000,64000,Diesel,Dehradun
2018,Audi,Q3,2800000,43000,Diesel,Dehradun
2019,Toyota,Fortuner,2675000,85000,Diesel,Lucknow
2019,Ford,EcoSport,950000,6372,Petrol,Delhi
2011,Toyota,Corolla,365000,35000,Petrol,Delhi
2019,Volkswagen,Ameo,495000,38000,Petrol,Noida
2015,Maruti Suzuki,Swift,449000,67800,Petrol,Delhi
2017,Maruti Suzuki,Vitara,745000,67000,Diesel,Noida
2017,Toyota,Innova,1571000,73009,Petrol,Delhi
2017,BMW,X1,2575000,60000,Diesel,Delhi
2019,Land Rover,Sport,12300000,17000,Diesel,Delhi
2018,Toyota,Fortuner,3075000,25000,Petrol,Delhi
2018,BMW,5,3950000,55000,Diesel,Delhi
2016,Honda,City,800000,38000,Petrol,Delhi
2019,Audi,A3,2550000,15000,Petrol,Delhi
2012,Audi,Q7,1650000,65000,Diesel,Delhi
2015,Maruti Suzuki,Baleno,465000,58000,Petrol,Noida
2019,Toyota,Innova,2325000,38000,Diesel,Delhi
2019,Tata,Harrier,1625000,12000,Diesel,Delhi
2018,Maruti Suzuki,Ciaz,895000,27000,Petrol,Delhi
2017,Mercedes-Benz,CLA,4300000,17000,Petrol,Dehradun
2016,Volvo,V40,1750000,78000,Diesel,Dehradun
2018,Mercedes-Benz,E-Class,4700000,38200,Diesel,Dehradun
2020,Land Rover,Evoque,5900000,9000,Diesel,Dehradun
2018,Mercedes-Benz,GLC,4500000,43000,Diesel,Dehradun
2019,Mercedes-Benz,S-Class,11000000,7111,Diesel,Dehradun
2015,Mercedes-Benz,GLA,2050000,18000,Petrol,Dehradun
2018,Mercedes-Benz,GLC,4500000,43000,Diesel,Dehradun
2018,Mercedes-Benz,E-Class,4700000,38200,Diesel,Dehradun
2014,Mercedes-Benz,A-Class,1275000,56000,Diesel,Delhi
2017,Mercedes-Benz,CLA,2575000,22500,Diesel,Delhi
2010,Mitsubishi,Outlander,550000,75000,Petrol,Delhi
2018,BMW,5,4200000,24000,Diesel,Delhi
2014,Audi,Q7,2390000,57000,Diesel,Delhi
2020,Mercedes-Benz,GLC,5700000,9000,Diesel,Delhi
2019,Toyota,Innova,2175000,15800,Petrol,Delhi
2019,Honda,City,1145000,21963,Petrol,Delhi
2013,Hyundai,Grand,370000,49350,Petrol,Delhi
2019,Mahindra,Scorpio,1675000,53500,Diesel,Lucknow
2018,Jeep,Compass,1650000,16000,Petrol,Ghaziabad
2012,Honda,Brio,235000,65000,Petrol,Noida
2019,MG,Hector,1640000,24000,Petrol,Delhi
2019,Maruti Suzuki,Baleno,635000,13000,Petrol,Delhi
2010,Maruti Suzuki,Wagon,125000,71000,Petrol,Delhi
2017,BMW,X5,4700000,47000,Petrol,Delhi
2018,Maruti Suzuki,Ciaz,910000,34000,Petrol,Delhi
2017,Honda,WR-V,720000,73000,Diesel,Delhi
2018,Maruti Suzuki,Baleno,635000,70000,Diesel,Delhi
2021,Mahindra,Thar,1850000,4000,Petrol,Delhi
2010,Honda,City,310000,58000,Petrol,Delhi
2016,Maruti Suzuki,Swift,460000,29000,Petrol,Delhi
2019,Jaguar,XE,3390000,18000,Petrol,Delhi
2018,Mercedes-Benz,E-Class,5175000,14880,Diesel,Delhi
2019,Maruti Suzuki,Celerio,535000,45000,CNG + 1,Delhi
2012,Maruti Suzuki,Swift,320000,80000,Petrol,Delhi
2020,Mercedes-Benz,CLA,3000000,4000,Diesel,Delhi
2009,Maruti Suzuki,Wagon,135000,75000,Petrol,Delhi
2019,Maruti Suzuki,Baleno,635000,13000,Petrol,Delhi
2018,Maruti Suzuki,Ciaz,910000,34000,Petrol,Delhi
2017,Ford,Endeavour,2750000,50000,Diesel,Delhi
2020,Kia,Seltos,1850000,5800,Petrol,Delhi
2017,BMW,X5,4700000,47000,Petrol,Delhi
2016,Ford,Mustang,7300000,23000,Petrol,Delhi
2014,Honda,Brio,325000,52000,Petrol,Delhi
2017,Honda,WR-V,720000,73000,Diesel,Delhi
2018,Maruti Suzuki,Baleno,635000,70000,Diesel,Delhi
2014,Hyundai,Grand,395000,23000,Petrol,Delhi
2017,BMW,X1,2350000,48000,Diesel,Delhi
2020,Mercedes-Benz,E-Class,5600000,8000,Diesel,Delhi
2020,MG,Hector,1825000,45000,Petrol,Delhi
2011,Hyundai,i10,225000,71000,Petrol + 1,Delhi
2016,Renault,Duster,545000,50000,Diesel,Delhi
2010,Honda,City,310000,58000,Petrol,Delhi
2016,Maruti Suzuki,Swift,460000,29000,Petrol,Delhi
2012,Hyundai,i10,245000,52000,Petrol,Delhi
2017,Ford,Endeavour,2950000,31000,Diesel,Delhi
2019,Maruti Suzuki,Baleno,635000,13000,Petrol,Delhi
2017,Ford,Endeavour,2750000,50000,Diesel,Delhi
2020,Kia,Seltos,1850000,5800,Petrol,Delhi
2017,BMW,X5,4700000,47000,Petrol,Delhi
2016,Ford,Mustang,7300000,23000,Petrol,Delhi
2012,Hyundai,i10,245000,52000,Petrol,Delhi
2010,Honda,City,310000,58000,Petrol,Delhi
2016,Maruti Suzuki,Swift,460000,29000,Petrol,Delhi
2015,Hyundai,Elite,550000,55000,Diesel,Delhi
2018,Audi,Q3,2750000,37000,Diesel,Ghaziabad
2014,Chevrolet,Beat,195000,39000,Diesel,Delhi
2015,Honda,Amaze,390000,61000,Petrol,Ghaziabad
2014,Volkswagen,Polo,385000,85000,Diesel,Delhi
2019,Skoda,Octavia,1999000,51000,Diesel,Delhi
2015,Mercedes-Benz,M-Class,2900000,47000,Diesel,Delhi
2015,Volkswagen,Polo,550000,67000,Petrol,Delhi
2018,Mahindra,XUV500,1075000,23000,Diesel,Delhi
2016,Honda,Amaze,435000,52000,Petrol,Delhi
2012,Honda,City,425000,80000,Petrol,Delhi
2010,Maruti Suzuki,SX4,225000,72000,Petrol,Ghaziabad
2013,Mercedes-Benz,GL,2650000,68000,Diesel,Faridabad
2019,Mahindra,XUV300,925000,25000,Diesel,Delhi
2016,Maruti Suzuki,Baleno,680000,93525,Diesel,Hyderabad
2017,Maruti Suzuki,Wagon,520000,40904,Petrol,Hyderabad
2004,Toyota,Qualis,240000,209616,Diesel,Hyderabad
2014,Maruti Suzuki,Ertiga,735000,43294,Diesel,Hyderabad
2013,Mercedes-Benz,E-Class,1850000,89000,Diesel,Hyderabad
2019,Ford,EcoSport,1050000,15250,Diesel,Hyderabad
2019,Jaguar,F-Pace,5900000,20763,Diesel,Hyderabad
2016,Hyundai,Xcent,430000,127000,Diesel,Hyderabad
2017,Maruti Suzuki,S-Cross,930000,36057,Diesel,Hyderabad
2015,Hyundai,Creta,1345000,88630,Diesel,Hyderabad
2016,Skoda,Rapid,950000,42282,Diesel,Hyderabad
2018,Maruti Suzuki,Ciaz,980000,18178,Petrol,Hyderabad
2014,Maruti Suzuki,Swift,560000,32525,Diesel,Hyderabad
2016,Mahindra,XUV500,1200000,75441,Diesel,Hyderabad
2018,Mahindra,XUV500,1550000,34444,Diesel,Hyderabad
2021,Volkswagen,Polo,1050000,8862,Petrol,Hyderabad
2013,Chevrolet,Enjoy,485000,83575,Diesel,Hyderabad
2016,Hyundai,i20,685000,68479,Diesel,Hyderabad
2018,Mahindra,XUV500,1400000,88666,Diesel,Hyderabad
2012,Hyundai,i20,390000,80809,Diesel,Hyderabad
2017,Mahindra,Verito,450000,67475,Diesel,Hyderabad
2015,Ford,EcoSport,700000,74595,Diesel,Hyderabad
2014,Hyundai,Verna,725000,72230,Diesel,Hyderabad
2016,Renault,Duster,785000,112038,Diesel,Hyderabad
2010,Honda,CR-V,650000,116594,Petrol,Hyderabad
2020,MG,Hector,2100000,16023,Petrol,Hyderabad
2020,Kia,Seltos,1850000,57786,Diesel,Hyderabad
2017,Volkswagen,Ameo,575000,30000,Petrol,Hyderabad
2021,Maruti Suzuki,Vitara,1000000,5700,Petrol,Hyderabad
2017,Mahindra,XUV500,1500000,40000,Diesel,Hyderabad
2013,Toyota,Corolla,755000,78507,Diesel,Hyderabad
2012,Maruti Suzuki,Swift,490000,31757,Petrol,Hyderabad
2010,BMW,5,1400000,89602,Diesel,Hyderabad
2008,Mercedes-Benz,S-Class,1500000,38530,Petrol,Hyderabad
2009,Mercedes-Benz,E-Class,925000,47000,Diesel,Hyderabad
2012,Toyota,Etios,400000,88000,Diesel,Hyderabad
2016,Maruti Suzuki,Baleno,680000,93525,Diesel,Hyderabad
2011,Hyundai,Verna,550000,75375,Diesel,Hyderabad
2009,Honda,City,365000,68384,Petrol,Hyderabad
2019,Maruti Suzuki,Vitara,1025000,71750,Diesel,Hyderabad
2013,Ford,EcoSport,560000,73149,Diesel,Hyderabad
2011,Hyundai,Verna,435000,67528,Petrol,Hyderabad
2016,Honda,City,785000,64554,Diesel,Hyderabad
2014,BMW,3,2400000,67000,Diesel,Hyderabad
2015,Honda,Jazz,540000,33400,Petrol,Hyderabad
2019,Jaguar,F-Pace,5900000,20763,Diesel,Hyderabad
2018,Volvo,S60,2800000,35000,Diesel,Hyderabad
2016,Volvo,XC90,4700000,72000,Diesel,Hyderabad
2014,Volvo,S60,2400000,125000,Diesel,Hyderabad
2008,Porsche,Cayenne,1600000,102000,Petrol,Hyderabad
2010,Porsche,Cayenne,3500000,73000,Petrol,Hyderabad
2009,Mercedes-Benz,E-Class,1300000,82000,Diesel,Hyderabad
2013,Mercedes-Benz,E-Class,1900000,45000,Diesel,Hyderabad
2017,Jeep,Compass,1650000,30000,Petrol,Hyderabad
2017,Mercedes-Benz,E-Class,4800000,51000,Diesel,Hyderabad
2012,Mercedes-Benz,M-Class,2900000,83000,Diesel,Hyderabad
2016,Mercedes-Benz,GLE,4200000,72000,Diesel,Hyderabad
2016,Land Rover,Discovery,3900000,66000,Diesel,Hyderabad
2017,Toyota,Innova,1700000,129000,Diesel,Hyderabad
2013,MINI,Cooper,1900000,38000,Petrol,Hyderabad
2006,BMW,X5,900000,131000,Petrol,Hyderabad
2018,BMW,5,5400000,51000,Diesel,Hyderabad
2009,BMW,5,850000,88000,Diesel,Hyderabad
2019,BMW,6,6500000,54000,Diesel,Hyderabad
2015,BMW,3,2400000,46000,Diesel,Hyderabad
2012,Mercedes-Benz,S-Class,3600000,63000,Diesel,Hyderabad
2015,Mercedes-Benz,G-Class,14000000,23000,Petrol,Hyderabad
2018,Mercedes-Benz,GLE,8500000,26000,Petrol,Hyderabad
2012,BMW,5,1600000,101000,Diesel,Hyderabad
2011,Mercedes-Benz,C-Class,1500000,85000,Diesel,Hyderabad
2018,Isuzu,MU-X,3000000,6500,Diesel,Hyderabad
2019,Volkswagen,Tiguan,2900000,30000,Diesel,Hyderabad
2015,Skoda,Rapid,620000,45000,Diesel,Hyderabad
2017,Audi,Q7,6700000,37914,Diesel,Hyderabad
2008,Mercedes-Benz,M-Class,1100000,73451,Diesel,Hyderabad
2016,Honda,City,780000,35000,Petrol,Hyderabad
2020,Kia,Sonet,1400000,19486,Diesel,Hyderabad
2016,Volkswagen,Polo,630000,64654,Petrol,Hyderabad
2011,Honda,City,575000,51000,Petrol,Hyderabad
2019,Toyota,Innova,2330000,43000,Diesel,Hyderabad
2018,Mercedes-Benz,CLA,3400000,23107,Diesel,Hyderabad
2011,Bentley,Continental,9500000,45000,Petrol,Hyderabad
2013,Land Rover,Evoque,2600000,68000,Diesel,Hyderabad
2010,Maruti Suzuki,Swift,365000,44900,Petrol,Hyderabad
2016,Maruti Suzuki,Swift,585000,68342,Diesel,Hyderabad
2016,Datsun,GO,360000,28000,Petrol,Hyderabad
2015,Volkswagen,Polo,625000,65000,Petrol,Hyderabad
2019,Toyota,Innova,2100000,53000,Diesel,Hyderabad
2019,Skoda,Rapid,1135000,29867,Petrol,Hyderabad
2019,Honda,BR-V,1075000,55000,Diesel,Hyderabad
2011,Maruti Suzuki,A-Star,275000,71000,Petrol,Hyderabad
2018,Mahindra,XUV500,1230000,72000,Diesel,Hyderabad
2012,Volkswagen,Jetta,600000,110000,Diesel,Hyderabad
2014,Maruti Suzuki,Celerio,375000,24500,Petrol,Hyderabad
2011,Hyundai,i10,350000,55289,Petrol,Hyderabad
2016,Maruti Suzuki,Ertiga,785000,84640,Diesel,Hyderabad
2014,BMW,3,2000000,31000,Diesel,Hyderabad
2008,Audi,Q7,1800000,70000,Diesel,Hyderabad
2018,Jaguar,XJ,7500000,22000,Diesel,Hyderabad
2014,Audi,A6,2550000,33024,Diesel,Hyderabad
2019,Volvo,S90,4850000,36000,Diesel,Hyderabad
2013,Volkswagen,Polo,430000,72995,Diesel,Hyderabad
2013,Land Rover,Evoque,2600000,68000,Diesel,Hyderabad
2020,Kia,Seltos,1599000,4100,Diesel,Hyderabad
2013,Toyota,Fortuner,1399000,166000,Diesel,Hyderabad
2018,Maruti Suzuki,Dzire,725000,61000,Petrol,Hyderabad
2017,Honda,City,1095000,20111,Petrol,Hyderabad
2017,Toyota,Innova,1875000,94000,Diesel,Hyderabad
2018,Toyota,Innova,1645000,78263,Diesel,Hyderabad
2013,Mahindra,Thar,585000,60628,Diesel,Hyderabad
2018,Volvo,XC90,6850000,39000,Diesel,Hyderabad
2017,Hyundai,Creta,1245000,24250,Petrol,Hyderabad
2012,Toyota,Innova,800000,69000,Diesel,Hyderabad
2011,Mercedes-Benz,E-Class,1100000,68000,Petrol,Hyderabad
2017,Toyota,Innova,1895000,34000,Diesel,Hyderabad
2015,Volkswagen,Polo,550000,103000,Diesel,Hyderabad
2012,Toyota,Innova,825000,135000,Diesel,Hyderabad
2015,Hyundai,i20,670000,29000,Petrol,Hyderabad
2018,Hyundai,Verna,1150000,41000,Diesel,Hyderabad
2019,Maruti Suzuki,Ertiga,1220000,63000,Diesel,Hyderabad
2008,Maruti Suzuki,A-Star,250000,75000,Petrol,Hyderabad
2014,Maruti Suzuki,Ertiga,690000,126000,Diesel,Hyderabad
2011,Toyota,Fortuner,1175000,85000,Diesel,Hyderabad
2011,Hyundai,i10,325000,75000,Petrol,Hyderabad
2016,Volkswagen,Vento,690000,70844,Petrol,Hyderabad
2009,Maruti Suzuki,Swift,350000,135934,Diesel,Hyderabad
2020,Hyundai,Elite,750000,11500,Petrol,Hyderabad
2011,Hyundai,Santro,255000,61786,Petrol,Hyderabad
2009,Skoda,Superb,345000,95000,Petrol,Hyderabad
2008,Hyundai,Verna,295000,82000,Petrol,Hyderabad
2014,Honda,City,575000,85000,Diesel,Hyderabad
2018,Mahindra,XUV500,1250000,75000,Diesel,Hyderabad
2012,Hyundai,Verna,535000,98000,Diesel,Hyderabad
2014,Maruti Suzuki,Wagon,365000,45000,Petrol,Hyderabad
2011,Maruti Suzuki,Alto,215000,82000,Petrol,Hyderabad
2017,Maruti Suzuki,Swift,585000,49000,Petrol,Hyderabad
2011,Maruti Suzuki,Ritz,340000,72000,Diesel,Hyderabad
2004,Toyota,Qualis,240000,209616,Diesel,Hyderabad
2008,Maruti Suzuki,Swift,250000,120424,Diesel,Hyderabad
2016,Hyundai,Creta,1030000,65650,Petrol,Hyderabad
2017,Hyundai,Tucson,1530000,80000,Petrol,Hyderabad
2016,Toyota,Etios,670000,81000,Diesel,Hyderabad
2013,Volkswagen,Vento,445000,77000,Diesel,Hyderabad
2015,Audi,Q5,2850000,550000,Diesel,Hyderabad
2014,Maruti Suzuki,Ertiga,725000,126000,Diesel,Hyderabad
2012,Mahindra,XUV500,625000,122833,Diesel,Hyderabad
2016,Jaguar,XJ,6850000,46000,Diesel,Hyderabad
2018,Ford,Endeavour,2950000,86000,Diesel,Hyderabad
2018,Maruti Suzuki,Vitara,930000,98000,Diesel,Hyderabad
2010,Hyundai,Verna,380000,86000,Diesel,Hyderabad
2011,Toyota,Fortuner,1250000,136000,Diesel,Hyderabad
2016,Toyota,Innova,1925000,87000,Diesel,Hyderabad
2016,Hyundai,Elite,650000,24000,Petrol,Hyderabad
2014,Hyundai,Xcent,450000,57000,Diesel,Hyderabad
2021,Mahindra,Thar,2300000,6000,Petrol,Hyderabad
2011,Volkswagen,Vento,365000,96000,Diesel,Hyderabad
2017,Mercedes-Benz,GLC,4300000,57000,Diesel,Hyderabad
2016,Mercedes-Benz,GLA,2199000,60000,Diesel,Hyderabad
2015,Audi,Q3,2100000,67700,Diesel,Hyderabad
2018,Toyota,Innova,2450000,52000,Diesel,Hyderabad
2020,Kia,Seltos,1900000,31000,Petrol,Hyderabad
2018,Honda,Amaze,820000,17774,Petrol,Hyderabad
2014,Maruti Suzuki,Alto,315000,21000,Petrol,Hyderabad
2015,Hyundai,Elite,630000,70000,Petrol,Hyderabad
2013,Honda,Amaze,450000,46888,Petrol,Hyderabad
2012,Tata,Indica,255000,75000,Diesel,Hyderabad
2012,Renault,Duster,430000,77000,Diesel,Hyderabad
2017,Maruti Suzuki,Vitara,990000,105000,Diesel,Hyderabad
2018,Maruti Suzuki,Swift,660000,33000,Petrol,Hyderabad
2020,Mahindra,Scorpio,1690000,3700,Diesel,Hyderabad
2009,Maruti Suzuki,Swift,345000,92000,Diesel,Hyderabad
2009,Maruti Suzuki,Swift,325000,81000,Petrol,Hyderabad
2010,Mahindra,Scorpio,600000,82000,Diesel,Hyderabad
2017,Audi,Q3,2400000,100568,Diesel,Hyderabad
2017,Audi,Q3,2400000,100568,Diesel,Hyderabad
2015,Maruti Suzuki,Swift,560000,12208,Petrol,Hyderabad
2010,Skoda,Laura,420000,80084,Diesel,Hyderabad
2012,Volkswagen,Polo,420000,75893,Diesel,Hyderabad
2015,Maruti Suzuki,Wagon,385000,71000,Petrol,Hyderabad
2013,Maruti Suzuki,Swift,490000,83000,Diesel,Hyderabad
2009,Maruti Suzuki,Swift,295000,82000,Diesel,Hyderabad
2011,BMW,X1,1095000,84000,Diesel,Hyderabad
2014,Honda,City,590000,85000,Diesel,Hyderabad
2018,Tata,Safari,999000,194000,Diesel,Hyderabad
2015,Hyundai,Creta,1050000,99000,Diesel,Hyderabad
2015,Hyundai,Elite,525000,129804,Petrol,Hyderabad
2011,Hyundai,i20,445000,72000,Diesel,Hyderabad
2005,Toyota,Corolla,245000,174000,Petrol,Hyderabad
2012,Maruti Suzuki,Wagon,320000,65000,CNG + 1,Hyderabad
2015,Maruti Suzuki,Swift,570000,63000,Petrol,Hyderabad
2015,Maruti Suzuki,Wagon,425000,57000,Petrol,Hyderabad
2018,Maruti Suzuki,Dzire,745000,30100,Petrol,Hyderabad
2018,BMW,3,3200000,24000,Diesel,Hyderabad
2010,Hyundai,Santro,265000,69000,Petrol,Hyderabad
2016,Mercedes-Benz,GL,4500000,100000,Diesel,Hyderabad
2013,Hyundai,Verna,585000,72000,Diesel,Hyderabad
2016,Maruti Suzuki,Swift,625000,88000,Petrol,Hyderabad
2020,Kia,Seltos,1950000,16000,Petrol,Hyderabad
2012,Maruti Suzuki,Wagon,320000,65000,CNG + 1,Hyderabad
2009,Honda,City,385000,121580,Petrol,Hyderabad
2013,Mahindra,XUV500,680000,93000,Diesel,Hyderabad
2008,Hyundai,i10,240000,59000,Petrol,Hyderabad
2013,Hyundai,i20,460000,87000,Diesel,Hyderabad
2017,Maruti Suzuki,Vitara,795000,47600,Diesel,Hyderabad
2010,Maruti Suzuki,Swift,295000,82000,Diesel,Hyderabad
2016,Maruti Suzuki,Swift,699000,86000,Diesel,Hyderabad
2019,Tata,Hexa,1775000,27000,Diesel,Hyderabad
2018,Maruti Suzuki,Vitara,875000,86000,Diesel,Hyderabad
2009,BMW,3,895000,144000,Diesel,Hyderabad
2015,Hyundai,Creta,950000,68000,Diesel,Hyderabad
2016,Skoda,Superb,1930000,67000,Petrol,Hyderabad
2016,Maruti Suzuki,Swift,650000,82000,Petrol,Hyderabad
2015,Maruti Suzuki,Ertiga,795000,91000,Diesel,Hyderabad
2010,Maruti Suzuki,Swift,355000,83000,Diesel,Hyderabad
2013,Audi,A4,1750000,85349,Diesel,Hyderabad
2016,Ford,EcoSport,695000,106000,Diesel,Hyderabad
2019,Hyundai,Venue,1050000,13470,Petrol,Hyderabad
2018,Renault,Captur,1050000,43000,Diesel,Hyderabad
2020,Maruti Suzuki,Alto,395000,1600,Petrol,Hyderabad
2013,Porsche,Cayenne,3900000,87000,Diesel,Hyderabad
2014,Jaguar,XF,2195000,71000,Petrol,Hyderabad
2016,Hyundai,Xcent,430000,127000,Diesel,Hyderabad
2017,Tata,Hexa,1200000,160015,Diesel,Hyderabad
2014,Hyundai,Verna,725000,50781,Diesel,Hyderabad
2019,Maruti Suzuki,Vitara,990000,41000,Diesel,Hyderabad
2012,Tata,Nano,95000,31000,Petrol,Hyderabad
2017,Hyundai,Creta,1035000,56462,Diesel,Hyderabad
2017,Honda,City,775000,44150,Petrol,Hyderabad
2019,Hyundai,Creta,1285000,20000,Petrol,Hyderabad
2016,Honda,City,775000,66000,Diesel,Hyderabad
2015,Volkswagen,Polo,550000,68000,Petrol,Hyderabad
2012,Skoda,Yeti,675000,95000,Diesel,Hyderabad
2017,Maruti Suzuki,Ciaz,795000,54000,Diesel,Hyderabad
2012,Nissan,Sunny,370000,72000,Petrol,Hyderabad
2011,Ford,Figo,275000,115000,Diesel,Hyderabad
2016,Ford,EcoSport,745000,46816,Diesel,Hyderabad
2017,Honda,City,975000,94000,Diesel,Hyderabad
2012,Skoda,Yeti,675000,107000,Diesel,Hyderabad
2015,Mahindra,Quanto,450000,80000,Diesel,Hyderabad
2007,Honda,Accord,450000,110000,Petrol,Hyderabad
2010,Ford,Endeavour,685000,115000,Diesel,Hyderabad
2020,Hyundai,Creta,1890000,23906,Diesel,Hyderabad
2017,Mahindra,Thar,875000,76000,Diesel,Hyderabad
2018,Hyundai,Grand,625000,43000,Petrol,Hyderabad
2018,Toyota,Innova,1875000,142000,Diesel,Hyderabad
2013,Honda,Amaze,425000,100000,Diesel,Chennai
2013,Hyundai,i20,410000,83000,Diesel,Chennai
2018,Hyundai,Verna,1250000,38000,Diesel,Chennai
2012,Honda,City,525000,40000,Petrol,Chennai
2016,BMW,7,5650000,54000,Diesel,Chennai
2014,BMW,3,2250000,55000,Diesel,Chennai
2021,Ford,Endeavour,3850000,8000,Diesel,Chennai
2014,Fiat,Abarth,2000000,18000,Petrol,Chennai
2019,Honda,Jazz,900000,11505,Petrol,Chennai
2018,Toyota,Innova,2150000,7686,Diesel,Chennai
2019,Honda,Jazz,900000,1664,Petrol,Chennai
2016,Hyundai,Creta,1090000,69138,Diesel,Chennai
2020,Toyota,Innova,2790000,2762,Diesel,Chennai
2017,Honda,WR-V,800000,4593,Petrol,Chennai
2015,Maruti Suzuki,Ertiga,725000,75000,Diesel,Chennai
2013,Toyota,Innova,1100000,107000,Diesel,Chennai
2016,Honda,City,810000,62000,Diesel,Chennai
2008,Hyundai,Santro,170000,63000,Petrol,Chennai
2014,Renault,Duster,565000,25000,Petrol,Chennai
2015,Hyundai,i10,400000,40000,Petrol,Chennai
2018,Hyundai,Verna,1025000,40000,Diesel,Chennai
2010,Tata,Nano,80000,10001,Petrol,Chennai
2019,Hyundai,Verna,1195000,10000,Petrol,Chennai
2016,Mahindra,TUV300,875000,38000,Diesel,Chennai
2019,Maruti Suzuki,Vitara,1150000,14000,Diesel,Chennai
2019,Honda,Jazz,790000,11000,Petrol,Chennai
2018,Mahindra,XUV500,1290000,29000,Diesel,Chennai
2020,Mahindra,XUV300,990000,2000,Petrol,Chennai
2019,Hyundai,Verna,925000,24800,Petrol,Chennai
2020,Mahindra,XUV300,1390000,25000,Diesel,Chennai
2017,Honda,WR-V,875000,46000,Diesel,Chennai
2018,Ford,EcoSport,1090000,20000,Diesel,Chennai
2020,Mahindra,XUV300,1390000,25000,Diesel,Chennai
2018,Ford,EcoSport,1090000,20000,Diesel,Chennai
2021,Ford,Endeavour,3850000,8000,Diesel,Chennai
2017,Honda,WR-V,875000,46000,Diesel,Chennai
2019,Hyundai,Verna,1195000,10000,Petrol,Chennai
2019,Skoda,Rapid,1175000,10000,Petrol,Chennai
2019,Jeep,Compass,2190000,24000,Petrol,Chennai
2018,Mahindra,XUV500,1290000,29000,Diesel,Chennai
2019,Hyundai,Verna,925000,24800,Petrol,Chennai
2020,Mahindra,XUV300,990000,2000,Petrol,Chennai
2014,Honda,City,790000,20000,Petrol,Chennai
2015,Volkswagen,Vento,620000,54000,Diesel,Chennai
2010,Maruti Suzuki,Ritz,285000,72000,Petrol,Chennai
2014,Audi,A4,1850000,72000,Diesel,Chennai
2016,Hyundai,Elite,630000,5700,Petrol,Chennai
2014,Mahindra,Bolero,540000,180000,Diesel,Chennai
2018,Hyundai,Creta,1250000,40000,Diesel,Chennai
2013,Ford,EcoSport,650000,60000,Petrol,Chennai
2012,Honda,City,525000,40000,Petrol,Chennai
2012,Honda,City,750000,65000,Petrol,Chennai
2011,Honda,City,490000,80000,Petrol,Chennai
2019,Hyundai,Elite,625000,33000,Petrol,Chennai
2020,Renault,Kwid,530000,11500,Petrol,Chennai
2019,Volvo,XC60,5600000,40000,Diesel,Chennai
2019,Volvo,XC60,5600000,40000,Diesel,Chennai
2020,Renault,Kwid,530000,11500,Petrol,Chennai
2010,Mercedes-Benz,S-Class,2400000,57000,Diesel,Chennai
2005,Mercedes-Benz,C-Class,550000,74000,Petrol,Chennai
2011,Mercedes-Benz,C-Class,1250000,97000,Diesel,Chennai
2007,Honda,CR-V,475000,120000,Petrol,Chennai
2021,Hyundai,Venue,1050000,2000,Petrol,Chennai
2016,Hyundai,Elite,630000,57000,Petrol,Chennai
2014,Jaguar,XF,2200000,78000,Diesel,Chennai
2019,Volkswagen,Passat,2850000,25000,Diesel,Chennai
2015,Volkswagen,Vento,600000,66000,Petrol,Chennai
2016,BMW,7,5650000,54000,Diesel,Chennai
2012,Maruti Suzuki,Wagon,300000,76000,Petrol,Chennai
2019,Maruti Suzuki,Alto,390000,13000,Petrol,Chennai
2018,Maruti Suzuki,Ciaz,950000,25000,Petrol,Chennai
2012,Hyundai,i20,375000,66000,Petrol,Chennai
2014,Volkswagen,Vento,575000,86000,Diesel,Chennai
2018,Jeep,Compass,1650000,39500,Diesel,Chennai
2004,Toyota,Camry,500000,70500,Petrol,Chennai
